brand,quantity,List_Price,price,ean13,description,name,image,option,category
Christian Louboutin,254,193,965,,"Embrace the feminine curve this season with ""Dalida.""  Her voluptuous 100mm silhouette features a scalloped half d'orsay vamp, asymmetrical toe box, and mirage heel.  Perfect your party ensembles with this fluorescent orange matte calf leather stunner.                    Product care<br/>Reference : 1151084O026<br />                    Color : Orange<br/>                            Material : Leather<br/>                                            Heel height : 100mm<br/>                                                    Collection : SS15<br/>",Christian Louboutin dalida 100 mm,/cl/christianlouboutin-dalida-1151084_O026_1_1200x1200_1424088305.jpg|||/cl/christianlouboutin-dalida-1151084_O026_2_1200x1200_1424088304.jpg|||/cl/christianlouboutin-dalida-1151084_O026_3_1200x1200_1424088305.jpg|||/cl/christianlouboutin-dalida-1151084_O026_40_1200x1200_1424088305.jpg|||/cl/christianlouboutin-dalida-1151084_O026_4_1200x1200_1424433917.jpg,1:US 6 (EUR 36)|||1:US 6.5 (EUR 36.5)|||1:US 7 (EUR 37)|||1:US 7.5 (EUR 37.5)|||1:US 8 (EUR 38)|||1:US 8.5 (EUR 38.5)|||1:US 9 (EUR 39)|||1:US 9.5 (EUR 39.5)|||1:US 10 (EUR 40)|||1:US 10.5 (EUR 40.5)|||1:US 11 (EUR 41),Home|||Women|||Pumps & High Heels|||abc
Christian Louboutin,254,269,1345,,"For the party girl in you, behold ""Follies Spikes.""  Cloaked in Monsieur Louboutin's iconic spikes, this feminine 120mm pump in beige specchio leather and multicolored metal is all you need to become an empress of the evening.                    Product care<br/>Reference : 1150581M216<br />                    Color : Beige/Multi<br/>                            Material : Leather<br/>                                            Heel height : 120mm<br/>                                                    Collection : SS15<br/>",Christian Louboutin follies spikes 120 mm,/cl/christianlouboutin-follies-1150581_M216_1_1200x1200.jpg|||/cl/christianlouboutin-follies-1150581_M216_2_1200x1200.jpg|||/cl/christianlouboutin-follies-1150581_M216_3_1200x1200.jpg|||/cl/christianlouboutin-follies-1150581_M216_40_1200x1200.jpg,1:US 6 (EUR 36)|||1:US 6.5 (EUR 36.5)|||1:US 7 (EUR 37)|||1:US 7.5 (EUR 37.5)|||1:US 8 (EUR 38)|||1:US 8.5 (EUR 38.5)|||1:US 9 (EUR 39)|||1:US 9.5 (EUR 39.5)|||1:US 10 (EUR 40)|||1:US 10.5 (EUR 40.5)|||1:US 11 (EUR 41),Home|||Women|||Pumps & High Heels|||abc
Christian Louboutin,254,179,895,,"Sweeten up any summer ensemble with ""Amyada.""  Her feminine teardrop cutouts create a light and airy look that pairs perfectly with anything from a flowy dress to a straight leg pant.  Featuring a broad 100mm heel, this pair in pristine white leather will take you from daytime to after dark with beauty and ease.                         Product care<br/>Reference : 1150731WH01<br />                    Color : White<br/>                            Material : Leather<br/>                                            Heel height : 100mm<br/>                                                    Collection : SS15<br/>",Christian Louboutin amyada 100 mm,/cl/christianlouboutin-amyada-1150731_WH01_1_1200x1200.jpg|||/cl/christianlouboutin-amyada-1150731_WH01_2_1200x1200.jpg|||/cl/christianlouboutin-amyada-1150731_WH01_3_1200x1200.jpg|||/cl/christianlouboutin-amyada-1150731_WH01_40_1200x1200.jpg,1:US 6 (EUR 36)|||1:US 6.5 (EUR 36.5)|||1:US 7 (EUR 37)|||1:US 7.5 (EUR 37.5)|||1:US 8 (EUR 38)|||1:US 8.5 (EUR 38.5)|||1:US 9 (EUR 39)|||1:US 9.5 (EUR 39.5)|||1:US 10 (EUR 40)|||1:US 10.5 (EUR 40.5)|||1:US 11 (EUR 41),Home|||Women|||Pumps & High Heels|||abc
Christian Louboutin,254,179,895,,"Hot Chick has all the girls lusting after her amazing shape.  The scalloped vamp is a truly sensual detail.  In titi patent leather with a plunging 130mm pitch, she may be built more for posing than walking.  So, slip her on, pose, and let others come to you.                       Product care<br/>Reference : 3140460Y041<br />                    Color : Titi<br/>                            Material : Patent Leather<br/>                                            Heel height : 130mm<br/>                                                    Collection : Classic<br/>",Christian Louboutin hot chick 130 mm,/cl/christianlouboutin-hotchick-3140460_Y041_1_1200x1200.jpg|||/cl/christianlouboutin-hotchick-3140460_Y041_2_1200x1200.jpg|||/cl/christianlouboutin-hotchick-3140460_Y041_3_1200x1200.jpg|||/cl/christianlouboutin-hotchick-3140460_Y041_40_1200x1200.jpg,1:US 6 (EUR 36)|||1:US 6.5 (EUR 36.5)|||1:US 7 (EUR 37)|||1:US 7.5 (EUR 37.5)|||1:US 8 (EUR 38)|||1:US 8.5 (EUR 38.5)|||1:US 9 (EUR 39)|||1:US 9.5 (EUR 39.5)|||1:US 10 (EUR 40)|||1:US 10.5 (EUR 40.5)|||1:US 11 (EUR 41),Home|||Women|||Pumps & High Heels|||abc
Christian Louboutin,254,279,1395,,"So Kate's pointed toe and superfine stiletto heel give it an eye-catching allure.  The dramatic pitch provides you with a supremely sexy 120mm silhouette.  You can do anything In this season's phenomenal white crystal python version, including saying ""I do!""                    Product care<br/>Reference : 3141165WH01<br />                    Color : White <br/>                            Material : Python<br/>                                            Heel height : 120mm<br/>                                                    Collection : Classic<br/>",Christian Louboutin so kate 120 mm,/cl/christianlouboutin-sokate-3141165_WH01_1_1200x1200.jpg|||/cl/christianlouboutin-sokate-3141165_WH01_2_1200x1200.jpg|||/cl/christianlouboutin-sokate-3141165_WH01_3_1200x1200.jpg|||/cl/christianlouboutin-sokate-3141165_WH01_40_1200x1200.jpg,1:US 6 (EUR 36)|||1:US 6.5 (EUR 36.5)|||1:US 7 (EUR 37)|||1:US 7.5 (EUR 37.5)|||1:US 8 (EUR 38)|||1:US 8.5 (EUR 38.5)|||1:US 9 (EUR 39)|||1:US 9.5 (EUR 39.5)|||1:US 10 (EUR 40)|||1:US 10.5 (EUR 40.5)|||1:US 11 (EUR 41),Home|||Women|||Pumps & High Heels|||abc
Christian Louboutin,254,135,675,,"Fififa makes her debut this Spring/Summer season.  A descendant of our illustrious ""Fifi,"" she is a striking new silhouette that combines the gentle, round toe with a strong, wide 100mm heel. Perfect for any occasion in signature red patent, she helps you journey from daytime to evening in first-class comfort.                    Product care<br/>Reference : 1150303RD7K<br />                    Color : Red<br/>                            Material : Patent Leather<br/>                                            Heel height : 100mm<br/>                                                    Collection : SS15<br/>",Christian Louboutin fififa 100 mm,/cl/christianlouboutin-fififa-1150303_RD7K_1_1200x1200.jpg|||/cl/christianlouboutin-fififa-1150303_RD7K_2_1200x1200.jpg|||/cl/christianlouboutin-fififa-1150303_RD7K_3_1200x1200.jpg|||/cl/christianlouboutin-fififa-1150303_RD7K_40_1200x1200.jpg,1:US 6 (EUR 36)|||1:US 6.5 (EUR 36.5)|||1:US 7 (EUR 37)|||1:US 7.5 (EUR 37.5)|||1:US 8 (EUR 38)|||1:US 8.5 (EUR 38.5)|||1:US 9 (EUR 39)|||1:US 9.5 (EUR 39.5)|||1:US 10 (EUR 40)|||1:US 10.5 (EUR 40.5)|||1:US 11 (EUR 41),Home|||Women|||Pumps & High Heels|||abc
Christian Louboutin,254,179,895,,"Sweeten up any summer ensemble with ""Amyada.""  Her feminine teardrop cutouts create a light and airy look that pairs perfectly with anything from a flowy dress to a straight leg pant.  Featuring a broad 100mm heel, this pair in sunny titi leather will take you from daytime to after dark with beauty and ease.                    Product care<br/>Reference : 1150731Y041<br />                    Color : Titi<br/>                            Material : Leather<br/>                                            Heel height : 100mm<br/>                                                    Collection : SS15<br/>",Christian Louboutin amyada 100 mm,/cl/christianlouboutin-amyada-1150731_Y041_1_1200x1200.jpg|||/cl/christianlouboutin-amyada-1150731_Y041_2_1200x1200.jpg|||/cl/christianlouboutin-amyada-1150731_Y041_3_1200x1200.jpg|||/cl/christianlouboutin-amyada-1150731_Y041_40_1200x1200.jpg,1:US 6 (EUR 36)|||1:US 6.5 (EUR 36.5)|||1:US 7 (EUR 37)|||1:US 7.5 (EUR 37.5)|||1:US 8 (EUR 38)|||1:US 8.5 (EUR 38.5)|||1:US 9 (EUR 39)|||1:US 9.5 (EUR 39.5)|||1:US 10 (EUR 40)|||1:US 10.5 (EUR 40.5)|||1:US 11 (EUR 41),Home|||Women|||Pumps & High Heels|||abc
Christian Louboutin,254,215,1075,,"For the daring Louboutin lady, ""Victoria"" is an exquisite look for Spring/Summer.  Rising to a sky high 160mm, her substantial 3-inch platform keeps you steady while you get a sexy boost of height.  No look is off limits in this red patent leather stunner.                     Product care<br/>Reference : 1150538RD7K<br />                    Color : Red<br/>                            Material : Patent Leather<br/>                                            Heel height : 160mm<br/>                                                    Collection : SS15<br/>",Christian Louboutin victoria 160 mm,/cl/christianlouboutin-victoria-1150538_RD7K_1_1200x1200.jpg|||/cl/christianlouboutin-victoria-1150538_RD7K_2_1200x1200.jpg|||/cl/christianlouboutin-victoria-1150538_RD7K_3_1200x1200.jpg|||/cl/christianlouboutin-victoria-1150538_RD7K_40_1200x1200.jpg,1:US 6 (EUR 36)|||1:US 6.5 (EUR 36.5)|||1:US 7 (EUR 37)|||1:US 7.5 (EUR 37.5)|||1:US 8 (EUR 38)|||1:US 8.5 (EUR 38.5)|||1:US 9 (EUR 39)|||1:US 9.5 (EUR 39.5)|||1:US 10 (EUR 40)|||1:US 10.5 (EUR 40.5)|||1:US 11 (EUR 41),Home|||Women|||Pumps & High Heels|||abc
Christian Louboutin,254,213,1065,,"This season, our famed ""So Kate"" gets a little makeover with ""Degraspike.""  This sexy style features a spike gradient from her pointed toe to her 120mm stiletto heel.   In beige specchio leather with colombe spikes, she adds a subtle dose of rocker chic to your wardrobe.                    Product care<br/>Reference : 1150917F079<br />                    Color : Beige <br/>                            Material : Leather<br/>                                            Heel height : 120mm<br/>                                                    Collection : SS15<br/>",Christian Louboutin degraspike 120 mm,/cl/christianlouboutin-degraspike-1150917_F079_1_1200x1200.jpg|||/cl/christianlouboutin-degraspike-1150917_F079_2_1200x1200.jpg|||/cl/christianlouboutin-degraspike-1150917_F079_3_1200x1200.jpg|||/cl/christianlouboutin-degraspike-1150917_F079_40_1200x1200.jpg,1:US 6 (EUR 36)|||1:US 6.5 (EUR 36.5)|||1:US 7 (EUR 37)|||1:US 7.5 (EUR 37.5)|||1:US 8 (EUR 38)|||1:US 8.5 (EUR 38.5)|||1:US 9 (EUR 39)|||1:US 9.5 (EUR 39.5)|||1:US 10 (EUR 40)|||1:US 10.5 (EUR 40.5)|||1:US 11 (EUR 41),Home|||Women|||Pumps & High Heels|||abc
Christian Louboutin,254,135,675,,"Decollete 554 stands out for her long pointed toe and superfine stiletto heel. Whether you're dashing to a daytime meeting or an evening date, this 85mm version in classic nude patent leather is a strong and sexy pump who's perfect for the woman on the move.                     Product care<br/>Reference : 3140498PK1A<br />                    Color : Nude<br/>                            Material : Patent Leather<br/>                                            Heel height : 85mm<br/>                                                    Collection : Classic<br/>",Christian Louboutin decollete 554 85 mm,/cl/christianlouboutin-decollete-3140498_PK1A_1_1200x1200.jpg|||/cl/christianlouboutin-decollete-3140498_PK1A_2_1200x1200.jpg|||/cl/christianlouboutin-decollete-3140498_PK1A_3_1200x1200.jpg|||/cl/christianlouboutin-decollete-3140498_PK1A_40_1200x1200.jpg,1:US 6 (EUR 36)|||1:US 6.5 (EUR 36.5)|||1:US 7 (EUR 37)|||1:US 7.5 (EUR 37.5)|||1:US 8 (EUR 38)|||1:US 8.5 (EUR 38.5)|||1:US 9 (EUR 39)|||1:US 9.5 (EUR 39.5)|||1:US 10 (EUR 40)|||1:US 10.5 (EUR 40.5)|||1:US 11 (EUR 41),Home|||Women|||Pumps & High Heels|||abc
Christian Louboutin,254,169,845,,"Tucsick brings new life to your looks this season.  This 120mm pump in ultra-chic grey patent, white jazz calf and ivory miniglitter is the party shoe that keeps all eyes on you.                     Product care<br/>Reference : 1150864M238<br />                    Color : Gris/Ivory<br/>                            Material : Glitter<br/>                                            Heel height : 120mm<br/>                                                    Collection : SS15<br/>",Christian Louboutin tucsick 120 mm,/cl/christianlouboutin-tucsick-1150864_M238_1_1200x1200.jpg|||/cl/christianlouboutin-tucsick-1150864_M238_2_1200x1200.jpg|||/cl/christianlouboutin-tucsick-1150864_M238_3_1200x1200.jpg|||/cl/christianlouboutin-tucsick-1150864_M238_40_1200x1200.jpg|||/cl/christianlouboutin-tucsick-1150864_M238_4_1200x1200_1424261108.jpg,1:US 6 (EUR 36)|||1:US 6.5 (EUR 36.5)|||1:US 7 (EUR 37)|||1:US 7.5 (EUR 37.5)|||1:US 8 (EUR 38)|||1:US 8.5 (EUR 38.5)|||1:US 9 (EUR 39)|||1:US 9.5 (EUR 39.5)|||1:US 10 (EUR 40)|||1:US 10.5 (EUR 40.5)|||1:US 11 (EUR 41),Home|||Women|||Pumps & High Heels|||abc
Christian Louboutin,254,269,1345,,"For the party girl in you, behold ""Follies Spikes.""  Cloaked in Monsieur Louboutin's iconic spikes, this feminine 120mm pump in poppy specchio leather and metal is all you need to become an empress of the evening.                    Product care<br/>Reference : 1150581O023<br />                    Color : Poppy<br/>                            Material : Leather<br/>                                            Heel height : 120mm<br/>                                                    Collection : SS15<br/>",Christian Louboutin follies spikes 120 mm,/cl/christianlouboutin-follies-1150581_O023_1_1200x1200.jpg|||/cl/christianlouboutin-follies-1150581_O023_2_1200x1200.jpg|||/cl/christianlouboutin-follies-1150581_O023_3_1200x1200.jpg|||/cl/christianlouboutin-follies-1150581_O023_40_1200x1200.jpg,1:US 6 (EUR 36)|||1:US 6.5 (EUR 36.5)|||1:US 7 (EUR 37)|||1:US 7.5 (EUR 37.5)|||1:US 8 (EUR 38)|||1:US 8.5 (EUR 38.5)|||1:US 9 (EUR 39)|||1:US 9.5 (EUR 39.5)|||1:US 10 (EUR 40)|||1:US 10.5 (EUR 40.5)|||1:US 11 (EUR 41),Home|||Women|||Pumps & High Heels|||abc
Christian Louboutin,254,135,675,,"Decollete 554 stands out for her long pointed toe and superfine stiletto heel. Whether you're dashing to a daytime meeting or an evening date, this 100mm version in classic nude patent leather is a strong and sexy pump who's perfect for the woman on the move.                     Product care<br/>Reference : 3120836PK20<br />                    Color : Nude<br/>                            Material : Patent Leather<br/>                                            Heel height : 100mm<br/>                                                    Collection : Classic<br/>",Christian Louboutin decollete 554 100 mm,/cl/christianlouboutin-decollete-3120836_PK20_1_1200x1200_2.jpg|||/cl/christianlouboutin-decollete-3120836_PK20_2_1200x1200_2.jpg|||/cl/christianlouboutin-decollete-3120836_PK20_3_1200x1200_2.jpg|||/cl/christianlouboutin-decollete-3120836_PK20_40_1200x1200_2.jpg,1:US 6 (EUR 36)|||1:US 6.5 (EUR 36.5)|||1:US 7 (EUR 37)|||1:US 7.5 (EUR 37.5)|||1:US 8 (EUR 38)|||1:US 8.5 (EUR 38.5)|||1:US 9 (EUR 39)|||1:US 9.5 (EUR 39.5)|||1:US 10 (EUR 40)|||1:US 10.5 (EUR 40.5)|||1:US 11 (EUR 41),Home|||Women|||Pumps & High Heels|||abc
Christian Louboutin,254,259,1295,,"Presenting the beautiful ""Billy,"" a marvelous must-have for the Fall/Winter season. With a pointed toe and fine, 100mm stiletto heel, she provides a sultry silhouette without an overly dramatic pitch. Swathed in red-hot rouge de mars velvet with a gold specchio leather heel and grommets, she's the perfect pick for your more formal affairs.                     Product care<br/>Reference : 3141236M089<br />                    Color : Rouge De Mars<br/>                            Material : Velvet<br/>                                            Heel height : 100mm<br/>                                                    Collection : FW14<br/>",Christian Louboutin billy  100 mm,/cl/christianlouboutin-billy-3141236_M089_1_1200x1200.jpg|||/cl/christianlouboutin-billy-3141236_M089_2_1200x1200.jpg|||/cl/christianlouboutin-billy-3141236_M089_3_1200x1200.jpg|||/cl/christianlouboutin-billy-3141236_M089_40_1200x1200.jpg,1:US 6 (EUR 36)|||1:US 6.5 (EUR 36.5)|||1:US 7 (EUR 37)|||1:US 7.5 (EUR 37.5)|||1:US 8 (EUR 38)|||1:US 8.5 (EUR 38.5)|||1:US 9 (EUR 39)|||1:US 9.5 (EUR 39.5)|||1:US 10 (EUR 40)|||1:US 10.5 (EUR 40.5)|||1:US 11 (EUR 41),Home|||Women|||Pumps & High Heels|||abc
